gene_id,H1_HOCl,H2_HOCl,H3_HOCl,H4_HOCl,H1_No,H2_No,H3_No,H4_No,O1_HOCl,O2_HOCl,O3_HOCl,O4_HOCl,O1_No,O2_No,O3_No,O4_No
HVO_RS15400,659,813,211,149,6794,6517,2331,2138,67,314,123,249,4781,5314,1669,5056
HVO_RS15405,363,516,103,60,319,290,283,267,41,200,61,143,490,244,215,610
HVO_RS15410,1502,2010,779,655,4304,4899,2280,2561,385,973,671,1112,4670,3855,2025,6770
HVO_RS15415,511,653,62,43,2225,2129,1661,1619,37,150,34,77,2596,2063,1194,3268
HVO_RS15420,113,169,47,19,126,119,158,190,10,62,17,48,208,100,150,328
HVO_RS15425,282,467,67,8,126,114,166,170,6,88,12,48,154,92,120,279
HVO_RS15430,143,155,35,16,172,113,193,244,9,32,26,29,188,139,175,396
HVO_RS15435,223,266,198,213,428,491,400,591,117,114,228,361,580,370,480,1461
HVO_RS15440,165,290,60,42,212,194,183,198,26,114,25,76,228,156,132,369
HVO_RS15445,139,196,27,24,32,36,43,48,7,61,25,39,54,32,51,187
HVO_RS15450,88,87,7,1,82,72,79,78,4,25,4,12,95,102,72,217
HVO_RS15455,153,186,92,56,178,171,144,128,27,73,60,116,205,166,80,296
HVO_RS15460,63,77,10,5,571,533,132,153,7,17,21,42,409,329,81,367
HVO_RS15465,663,923,270,215,25346,27088,7215,5977,83,348,250,489,21019,16657,2750,13559
HVO_RS15470,89,129,48,37,192,181,51,136,34,66,42,82,84,216,48,108
HVO_RS15475,293,452,227,346,22387,27403,2190,2625,121,269,605,603,10189,15166,1541,6848
HVO_RS15480,313,490,207,149,3788,3622,1543,2100,128,233,185,305,3185,2343,1536,3904
HVO_RS15485,4,13,2,2,37,27,4,18,0,3,2,5,21,29,17,57
HVO_RS15490,60,101,27,15,101,106,91,112,18,37,12,21,112,81,81,251
HVO_RS15495,37,55,5,11,23,30,34,40,3,7,10,11,30,18,24,69
HVO_RS15500,101,133,24,17,263,215,296,290,16,53,5,16,327,158,217,713
HVO_RS15505,337,439,76,42,578,514,959,888,7,119,41,73,833,465,693,1677
HVO_RS15510,71,113,18,11,2138,1639,3468,3278,15,28,23,27,3341,1490,2426,5536
HVO_RS15515,14,13,5,6,38,41,62,79,5,9,2,5,85,39,77,38
HVO_RS15520,33,52,14,12,138,177,58,54,5,18,9,24,136,153,35,98
HVO_RS15525,31,28,19,7,36,52,23,24,5,24,4,23,40,16,20,65
HVO_RS15530,20,21,2,0,31,29,37,13,0,7,0,1,45,24,27,42
HVO_RS15535,48,49,13,1,24,25,19,28,2,25,2,6,31,20,30,49
HVO_RS15540,130,131,21,11,69,47,98,80,10,26,7,14,116,69,82,165
HVO_RS15545,82,60,23,21,104,196,118,275,5,31,6,11,251,163,212,266
HVO_RS15550,95,60,199,149,16,30,30,49,62,82,102,148,55,50,51,57
HVO_RS15555,123,100,130,61,36,48,49,60,34,67,36,82,77,53,62,74
HVO_RS15560,45,28,68,25,16,25,36,43,20,45,19,47,43,33,34,74
HVO_RS15565,8,9,7,0,6,5,1,2,0,3,3,4,3,3,3,17
HVO_RS15570,12,11,0,0,9,3,3,4,0,1,0,1,3,2,8,0
HVO_RS15575,206,223,51,31,605,972,743,1348,9,87,26,49,1264,768,1328,2446
HVO_RS15580,44,63,10,10,27,45,40,38,5,14,8,13,51,19,34,155
HVO_RS15585,6,7,1,1,18,27,29,40,0,2,0,0,45,18,47,49
HVO_RS15590,35,44,3,4,96,116,125,177,0,17,3,5,247,142,142,222
HVO_RS15595,313,278,48,10,237,314,335,364,4,91,6,23,505,251,370,623
HVO_RS15600,52,34,10,2,74,64,97,95,2,12,2,0,126,58,107,136
HVO_RS15605,442,292,70,15,425,576,621,883,12,155,19,30,853,555,840,699
HVO_RS15620,40,30,14,5,16,13,28,46,2,18,0,12,32,8,26,8
HVO_RS15625,197,206,32,10,36,26,34,65,5,37,15,18,60,31,37,66
HVO_RS15630,580,795,129,22,261,308,176,173,13,107,11,64,281,247,151,394
HVO_RS15635,232,256,27,11,245,253,247,250,2,82,7,13,294,232,224,389
HVO_RS15640,145,185,20,3,255,268,337,315,3,49,6,20,318,254,317,531
HVO_RS15645,33,6,8,1,4,6,6,12,0,8,1,7,7,6,12,36
HVO_RS15650,33,25,13,1,3,7,7,22,3,19,2,8,38,12,32,22
HVO_RS15655,15,8,5,11,10,18,12,17,1,5,9,19,14,20,23,38
HVO_RS15660,2,5,3,1,3,8,0,2,3,10,2,3,6,9,0,5
HVO_RS15665,36,26,7,7,12,28,13,19,6,11,6,17,30,34,24,27
HVO_RS15670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVO_RS15675,17,7,5,2,2,9,6,8,0,5,0,1,17,6,4,7
HVO_RS15680,12,16,9,3,1,2,1,4,4,6,0,3,4,4,4,8
HVO_RS15685,23,25,2,0,9,8,15,26,0,14,0,2,22,9,29,71
HVO_RS15690,216,195,21,4,71,66,86,93,6,46,5,8,111,50,102,236
HVO_RS15695,119,101,31,26,152,196,152,185,9,71,22,37,226,155,237,386
HVO_RS15700,674,661,348,164,623,953,765,1082,113,390,165,347,977,634,864,1668
HVO_RS15705,84,42,26,5,55,61,67,107,3,21,3,10,94,60,104,139
HVO_RS15710,86,83,8,3,44,55,35,75,0,50,4,9,85,46,50,128
HVO_RS15715,87,76,8,3,26,63,61,81,4,24,5,8,102,75,69,78
HVO_RS15720,134,100,34,13,66,115,92,117,8,64,4,21,153,68,116,165
HVO_RS15725,44,41,4,5,57,76,103,127,0,28,4,5,114,53,92,185
HVO_RS15730,7,2,0,0,8,1,10,5,0,0,0,0,6,7,3,5
HVO_RS15735,23,9,1,0,16,7,8,15,0,4,2,2,19,13,7,31
HVO_RS15740,546,714,149,92,118,136,86,117,28,243,84,168,111,97,60,357
HVO_RS15745,116,154,37,15,14,12,14,20,2,46,14,34,27,10,11,45
HVO_RS15755,241,362,136,76,418,427,464,434,26,137,85,137,548,343,345,878
HVO_RS15760,105,163,73,34,170,172,156,168,32,75,27,51,210,127,146,391
HVO_RS15765,111,145,61,54,292,273,321,378,32,72,40,55,474,215,385,633
HVO_RS15770,338,375,78,38,1269,1221,1556,1762,26,180,64,73,2489,969,1326,1322
HVO_RS15775,77,112,22,12,96,81,87,96,10,35,10,26,112,86,59,282
HVO_RS15780,331,444,164,73,707,639,1109,996,42,180,71,151,1128,641,824,2215
HVO_RS15785,125,219,41,12,481,458,425,545,11,70,27,40,772,307,469,1362
HVO_RS15790,782,1030,257,157,571,553,652,643,95,435,141,257,798,552,510,1329
HVO_RS15795,2395,3200,668,331,1210,1113,1243,1030,176,1109,293,566,1415,1052,857,2607
HVO_RS15800,5144,6752,1344,517,1984,2144,1858,2061,297,2054,390,938,2030,1511,1592,3994
HVO_RS15805,12668,18158,2113,757,6101,6285,4703,5047,363,4841,606,1482,4748,4286,4678,9937
HVO_RS15810,128,197,47,30,195,211,132,122,23,67,31,69,174,174,120,292
HVO_RS15815,46,106,14,20,246,286,162,162,9,30,22,18,214,280,310,783
HVO_RS15820,130,154,65,39,95,116,62,76,22,80,55,59,77,69,52,185
HVO_RS15825,1443,1809,472,401,5467,5151,3575,3503,224,569,383,543,4500,4107,2779,6337
HVO_RS15830,147,191,63,48,844,782,260,255,15,56,48,74,568,525,208,401
HVO_RS15835,306,384,75,53,3533,2985,1334,1036,53,127,63,124,3178,2258,726,1827
HVO_RS15840,41,38,13,29,88,119,87,116,10,31,25,34,211,82,111,225
HVO_RS15845,85,114,61,56,401,407,273,339,27,42,37,74,620,334,272,673
HVO_RS15850,97,151,32,19,260,263,268,241,19,43,24,49,269,285,179,507
HVO_RS15855,26,26,17,8,34,33,56,60,2,9,6,8,42,36,39,150
HVO_RS15860,75,118,34,28,422,381,275,227,17,53,20,53,505,350,195,676
HVO_RS15865,379,541,211,158,330,358,355,399,97,225,190,283,631,328,309,929
HVO_RS15870,105,138,51,34,105,78,88,93,17,66,29,66,133,69,66,256
HVO_RS15875,1820,2658,676,486,1765,1766,1499,1425,240,922,393,795,1724,1593,1164,3350
HVO_RS15880,419,654,165,107,923,944,806,723,96,240,138,208,1052,681,543,1608
HVO_RS15885,13,13,4,2,16,38,9,15,1,0,0,3,19,27,24,57
HVO_RS15890,222,295,29,28,1400,1394,542,697,9,102,22,38,1886,2199,506,1045
HVO_RS15895,1454,2072,387,212,1726,1960,1028,1278,142,805,201,416,1912,1546,1081,3034
HVO_RS15900,536,816,220,125,157,215,153,187,85,297,96,199,256,189,121,359
HVO_RS15905,396,459,118,51,131,119,140,166,31,176,24,87,237,100,125,376
HVO_RS15910,137,183,64,65,142,135,136,145,24,71,71,96,234,103,104,389
HVO_RS15915,89,107,23,14,244,223,251,234,2,25,7,18,335,146,136,659
HVO_RS15920,194,254,52,27,554,511,505,551,14,88,38,40,741,442,411,1173
HVO_RS15925,22,16,3,3,7,11,9,7,4,3,3,6,21,16,9,42
HVO_RS15930,244,318,102,85,548,498,580,577,45,129,91,95,622,463,381,1388
HVO_RS15935,106,125,25,26,257,218,334,239,6,24,12,25,357,233,244,526
HVO_RS15940,50,64,15,8,290,260,297,326,4,10,6,21,475,229,252,582
HVO_RS15945,305,439,147,178,2497,2323,2627,2707,94,192,141,241,3350,2015,1978,4343
HVO_RS15950,196,224,122,73,982,1092,330,534,61,108,70,173,680,419,297,626
HVO_RS15955,84,103,34,39,489,511,507,554,25,38,53,75,562,440,361,1020
HVO_RS15960,60,96,38,53,272,212,210,225,20,34,40,87,307,211,189,512
HVO_RS15965,68,99,37,21,177,135,206,227,10,24,34,54,277,122,168,460
HVO_RS15970,58,78,25,25,69,73,48,61,20,25,24,32,76,59,60,149
HVO_RS15975,103,121,70,39,69,61,62,81,22,56,45,55,105,48,67,176
HVO_RS15980,109,145,12,8,164,169,164,154,5,70,4,18,197,159,159,420
HVO_RS15985,195,276,117,80,508,479,325,312,85,137,154,154,463,325,269,692
HVO_RS15990,613,783,268,159,972,907,1429,1634,72,345,125,241,1951,989,1267,2529
HVO_RS15995,90,87,10,8,3,7,9,12,1,14,4,20,14,5,2,38
HVO_RS16000,86,149,38,30,124,133,147,190,8,45,21,52,286,79,136,381
HVO_RS16005,1144,1413,262,113,1044,1038,2137,1886,58,416,97,215,1936,1212,1573,3325
HVO_RS16010,258,307,61,29,453,404,456,550,13,95,46,68,473,321,382,1106
HVO_RS16015,381,550,106,94,655,576,653,713,54,182,95,180,842,506,473,1310
HVO_RS16020,130,164,57,38,254,222,396,429,18,73,27,52,396,217,296,913
HVO_RS16025,119,140,35,8,38,41,66,80,8,64,6,32,44,16,144,410
HVO_RS16030,918,1275,153,26,53,85,102,143,10,190,37,118,133,52,98,365
HVO_RS16035,1088,1727,1096,1102,4141,3296,1796,2323,625,810,952,1806,4357,2522,1535,4300
HVO_RS16040,305,492,415,339,390,379,423,449,142,266,268,440,448,291,328,880
HVO_RS16045,64,91,51,50,142,121,156,184,19,35,53,81,226,111,190,516
HVO_RS16050,58,96,24,13,157,127,181,192,8,37,8,21,386,91,216,502
HVO_RS16055,331,541,60,35,234,244,219,243,17,124,32,84,398,146,241,706
HVO_RS16060,101,176,29,30,145,146,130,145,9,44,36,43,169,106,124,334
HVO_RS16065,188,226,103,118,254,250,562,601,54,85,134,188,613,272,533,1207
HVO_RS16070,87,126,41,17,1061,914,915,856,13,42,32,26,1014,787,543,1728
HVO_RS16075,127,131,41,37,761,739,582,590,26,52,47,67,702,554,497,1713
HVO_RS16080,115,185,19,52,513,577,457,537,16,58,36,60,825,579,382,830
HVO_RS16085,59,78,10,5,68,70,99,135,4,30,4,13,148,71,82,262
HVO_RS16090,35,55,13,8,170,148,175,165,7,13,8,15,229,113,171,446
HVO_RS16095,145,164,53,62,827,778,1106,986,18,52,56,59,1209,747,858,1989
HVO_RS16100,486,834,70,19,181,153,120,131,14,186,19,64,188,119,103,361
HVO_RS16105,428,615,96,44,368,344,368,325,36,174,52,99,443,295,272,836
HVO_RS16110,441,540,90,47,1294,1104,914,957,34,210,73,112,1385,920,659,2368
HVO_RS16115,159,203,54,31,210,278,202,194,32,69,41,49,281,143,116,427
HVO_RS16120,116,151,37,17,99,82,115,140,13,42,15,33,211,65,66,210
HVO_RS16125,771,1072,456,395,4574,4989,4014,5309,269,496,418,871,7434,2888,2851,3154
HVO_RS16130,119,193,70,88,583,519,922,1022,43,77,92,118,1206,423,896,1390
HVO_RS16135,51,63,20,9,105,159,86,114,9,48,7,29,521,272,81,227
HVO_RS16140,108,129,40,27,70,69,74,92,19,48,30,53,151,89,68,175
HVO_RS16145,104,157,45,39,110,99,138,171,24,93,70,85,204,111,102,232
HVO_RS16150,495,630,89,62,1127,1144,763,833,26,132,54,82,1351,1003,605,1606
HVO_RS16155,694,938,303,172,1177,1194,1317,1242,126,338,162,318,1313,1242,1028,2815
HVO_RS16160,6459,8502,2829,1923,15982,16413,23375,22889,1332,3988,1804,3035,18913,16672,18313,40942
HVO_RS16165,807,1187,253,156,792,787,978,912,93,342,144,243,907,839,646,2128
HVO_RS16170,611,784,188,155,291,312,265,260,68,259,104,209,357,320,198,693
HVO_RS16175,652,922,333,209,1105,1070,691,725,72,347,168,320,1203,828,554,1738
HVO_RS16180,5647,7630,4356,2981,73577,90817,17187,18291,1467,4605,3412,5934,39349,63577,10278,25367
HVO_RS16185,43,50,30,28,59,70,53,62,11,24,31,30,104,68,51,150
HVO_RS16190,49,64,32,29,49,62,54,57,24,18,40,42,125,41,62,155
HVO_RS16195,75,90,44,37,100,114,73,91,31,41,57,57,138,103,59,204
HVO_RS16200,61,85,29,28,71,54,56,58,8,26,23,40,73,34,33,92
HVO_RS16205,103,125,37,20,192,181,202,152,6,32,24,33,278,138,124,383
HVO_RS16210,91,142,28,7,35,41,40,41,2,41,9,14,44,30,24,119
HVO_RS16215,147,153,65,23,71,98,82,98,5,52,15,64,115,57,54,260
HVO_RS16220,10,6,5,0,8,11,4,7,1,1,1,1,0,4,2,16
HVO_RS16225,13,16,12,6,8,16,1,6,1,9,15,14,7,5,11,51
HVO_RS16230,129,146,16,3,32,52,56,28,5,33,2,15,56,46,33,142
HVO_RS16235,2299,2676,1199,696,1924,2149,1355,1294,464,1320,440,757,2020,1638,1104,2931
HVO_RS16240,179,242,60,44,113,111,65,89,21,84,42,66,99,81,158,474
HVO_RS16245,176,231,126,93,48,75,36,54,84,129,90,165,90,61,42,143
HVO_RS16250,131,183,126,103,108,118,60,74,85,127,116,162,140,100,58,224
HVO_RS16255,60,89,46,57,29,52,40,48,39,50,41,104,71,52,33,89
HVO_RS16260,246,330,128,75,1630,1271,3923,3617,37,101,61,121,3135,1358,2751,5926
HVO_RS16265,147,138,59,34,876,651,2232,1772,24,44,40,82,1676,781,1806,2919
HVO_RS16270,5,23,10,9,96,80,254,245,3,6,5,11,217,97,370,547
HVO_RS16275,88,131,36,27,957,707,2966,2198,20,52,22,49,2118,880,1917,3296
HVO_RS16280,49,57,16,9,244,203,343,219,7,27,18,15,319,222,220,447
HVO_RS16285,51,62,9,8,96,97,108,99,3,5,8,13,142,100,115,254
HVO_RS16290,6,2,2,2,4,4,14,7,0,0,0,2,8,4,10,26
HVO_RS16295,46,73,25,18,188,142,253,226,9,39,11,22,212,170,187,528
HVO_RS16300,198,280,52,40,399,370,654,735,24,87,36,65,757,350,629,1924
HVO_RS16305,447,533,172,203,3850,3415,6776,7557,62,167,163,283,7970,3359,5678,16364
HVO_RS16310,186,211,129,123,893,918,1579,1864,45,81,112,157,2648,775,1453,4088
HVO_RS16315,154,225,75,51,268,321,330,317,18,66,64,98,495,199,264,779
HVO_RS16320,7134,8355,4249,1795,2908,2731,2499,1697,1281,4846,1252,2698,2941,2395,1209,3453
HVO_RS16325,245,281,78,30,700,321,433,178,15,110,16,36,151,371,155,1025
HVO_RS16330,101,139,57,43,118,135,96,119,33,64,50,89,182,109,61,299
HVO_RS16335,95,130,44,56,206,239,194,250,41,63,62,89,324,176,224,687
HVO_RS16340,310,394,121,54,1103,1204,1172,1204,46,159,69,148,1572,806,894,2620
HVO_RS16345,291,332,91,79,658,681,775,837,34,126,149,151,914,665,647,1212
HVO_RS16350,512,676,96,74,513,454,903,754,30,129,50,83,932,321,632,2069
HVO_RS16360,144,165,48,25,313,189,512,484,15,30,19,24,568,199,398,1065
HVO_RS16365,55,66,13,14,119,116,92,104,8,14,12,13,165,87,84,247
HVO_RS16370,51,51,13,4,107,103,159,161,6,18,15,12,182,74,143,307
HVO_RS16375,89,115,74,71,794,739,1171,1307,16,48,68,72,1184,637,1140,2502
HVO_RS16380,145,181,130,124,2508,2474,2810,3278,61,107,148,191,3228,1669,2231,5381
HVO_RS16385,100,149,21,20,35,45,29,44,9,41,11,32,39,38,33,43
HVO_RS16390,486,771,113,66,594,517,625,611,47,191,74,126,963,453,520,1439
HVO_RS16395,330,545,92,75,892,841,739,720,41,160,51,93,941,603,490,1625
HVO_RS16400,26,49,9,8,45,56,58,59,1,9,13,11,60,50,78,206
HVO_RS16410,63,106,29,42,324,340,424,400,17,37,27,61,435,328,335,774
HVO_RS16415,222,306,84,88,1350,1153,1045,1001,40,115,85,176,1129,1301,782,2034
HVO_RS16420,407,566,193,106,824,864,865,1051,61,177,123,203,1139,615,710,1876
HVO_RS16425,1093,859,899,443,1188,1793,1177,1770,265,582,524,1103,1621,1184,1480,2946
HVO_RS16430,212,289,96,71,337,302,367,408,41,104,56,128,426,267,318,750
HVO_RS16435,374,502,184,208,2374,1829,3611,3099,85,139,167,204,3642,1509,2345,6521
HVO_RS16440,92,111,46,34,303,279,297,310,28,57,47,63,331,245,212,783
HVO_RS16445,328,447,110,63,1490,1500,1815,1636,46,170,65,77,1767,1455,1317,5075
HVO_RS16465,29,70,19,18,30,28,13,22,11,32,24,31,45,34,13,75
HVO_RS16480,233,285,124,101,2275,1863,1327,1623,64,114,89,131,2339,2086,1171,2860
HVO_RS16485,86,147,21,28,302,336,200,235,13,49,36,34,341,212,284,698
HVO_RS16490,262,291,69,93,1272,1576,1456,2383,26,143,59,125,887,1793,964,2416
HVO_RS16495,197,228,92,49,363,368,484,672,19,85,41,133,308,343,449,1041
HVO_RS16500,40,45,22,15,42,49,51,96,3,18,12,16,79,36,61,169
HVO_RS16505,23,15,16,7,31,29,53,108,4,3,7,19,59,10,110,366
HVO_RS16510,185,217,90,59,390,397,392,529,27,70,53,140,302,404,322,1287
HVO_RS16515,486,611,170,165,788,747,853,1088,37,197,165,323,555,831,605,2166
HVO_RS16520,6047,7380,2346,1647,19285,18547,32176,36194,1238,2981,1565,2798,52501,20861,29657,62277
HVO_RS16525,86,134,23,9,144,126,167,289,1,31,4,28,256,92,301,814
HVO_RS16530,834,1147,261,184,2405,2262,3551,3754,75,340,118,201,2103,2181,3171,7421
HVO_RS16535,2361,3174,668,545,4123,3492,7319,7519,243,833,376,527,3944,3829,6435,13044
HVO_RS16540,444,583,187,140,870,691,1808,1904,72,212,110,187,984,809,2160,3816
HVO_RS16545,1181,1613,457,320,1547,1345,4133,4166,154,486,283,490,1969,1592,4372,9459
HVO_RS16550,11,16,1,0,8,10,3,2,0,1,0,2,9,0,8,46
HVO_RS16555,31,48,12,13,7,9,10,11,7,3,13,13,9,8,9,28
HVO_RS16560,908,1334,198,129,1401,1460,1117,1254,90,468,127,246,1773,950,770,2957
HVO_RS16565,71,109,24,10,34,20,18,24,9,19,17,17,18,23,18,63
HVO_RS16570,284,443,139,105,239,239,129,185,48,153,82,172,243,149,104,463
HVO_RS16575,30,29,5,3,7,11,15,11,0,13,0,11,26,9,14,47
HVO_RS16580,159,204,101,126,994,1123,1040,1450,46,82,140,172,1698,1023,1189,2412
HVO_RS16585,409,502,254,192,1649,1643,1665,2199,82,216,203,310,2826,1525,1510,2788
HVO_RS16590,86,100,9,6,35,52,77,55,2,23,4,7,80,41,57,262
HVO_RS16595,423,648,167,95,1016,1008,808,808,79,257,118,169,1071,863,582,1788
HVO_RS16600,2684,3699,1031,61,210,210,255,216,19,203,33,901,246,172,169,513
HVO_RS16605,320,454,105,37,639,525,1115,1214,21,58,20,78,1401,747,813,2536
HVO_RS16610,355,512,69,34,174,140,198,211,15,183,22,89,331,164,197,466
HVO_RS16615,237,383,86,56,260,251,496,448,42,133,52,77,523,232,431,953
HVO_RS16620,23,44,18,11,19,14,45,25,5,12,13,14,48,17,42,131
HVO_RS16625,34,41,22,21,22,20,34,43,8,21,3,24,44,23,49,101
HVO_RS16630,296,430,160,116,367,386,278,294,86,163,106,177,394,223,226,725
HVO_RS16635,234,329,85,27,206,183,128,223,35,120,54,95,336,133,338,769
HVO_RS16640,39,49,23,19,299,335,269,282,7,30,11,18,317,276,143,517
HVO_RS16645,25,33,10,3,186,119,132,139,4,13,6,12,172,181,109,291
HVO_RS16650,28,44,9,11,132,159,123,112,7,18,10,12,162,123,74,214
HVO_RS16655,64,114,15,11,132,125,124,165,5,16,4,9,208,140,126,358
HVO_RS16660,8,5,3,7,10,8,10,5,0,4,3,8,24,8,18,21
HVO_RS16665,53,106,44,47,261,252,258,285,13,32,35,58,367,210,209,558
HVO_RS16670,80,104,14,17,127,161,139,151,18,46,27,54,207,140,102,344
HVO_RS16675,107,125,29,21,263,249,202,288,22,34,21,37,418,208,194,613
HVO_RS16680,67,99,20,31,32,39,39,54,5,45,37,29,58,45,52,112
HVO_RS16685,54,118,23,22,131,142,106,112,14,36,32,33,186,133,91,217
HVO_RS16690,233,291,136,130,447,488,389,452,84,242,152,207,735,422,372,805
HVO_RS16695,198,298,114,74,524,409,765,816,61,122,62,101,795,441,719,1705
HVO_RS16705,10737,17256,2639,1400,7245,9289,6356,5731,143,3284,1286,2514,8074,8094,5849,17913
HVO_RS16710,86,137,14,12,48,43,39,34,2,31,7,21,41,35,39,111
HVO_RS16715,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
HVO_RS16720,28,52,7,2,48,48,29,49,2,12,4,8,38,33,45,131
HVO_RS16725,241,255,53,19,225,192,286,324,26,105,25,55,344,155,269,545
HVO_RS16730,98,143,33,26,214,233,253,372,17,52,35,55,432,146,269,586
HVO_RS16735,216,296,96,82,604,608,897,937,56,134,95,131,1107,532,836,2164
HVO_RS16740,149,255,143,131,2784,2978,2669,2592,80,135,148,234,3260,2264,2352,5771
HVO_RS16745,35,62,34,22,32,51,33,31,5,18,31,36,110,20,25,106
HVO_RS16750,70,115,22,8,115,114,128,130,4,15,12,16,184,87,114,356
HVO_RS16755,118,147,26,19,98,98,117,113,8,40,16,22,174,96,93,341
HVO_RS16760,184,219,89,89,467,408,551,561,48,91,126,160,743,487,460,969
HVO_RS16765,752,1073,206,150,454,515,412,426,94,398,114,270,592,436,322,988
HVO_RS16770,128,202,80,75,166,174,175,203,54,62,114,137,236,144,168,485
HVO_RS16775,375,491,62,50,305,264,240,247,22,170,25,65,334,242,171,535
HVO_RS16780,85,98,49,50,89,88,117,88,15,47,41,59,159,75,108,252
HVO_RS16785,12,18,3,3,25,33,71,62,3,8,3,6,60,34,62,112
HVO_RS16790,38,40,16,16,179,195,257,353,15,12,22,29,436,159,314,550
HVO_RS16795,11,5,3,9,8,6,26,25,2,1,2,0,33,4,20,21
HVO_RS16800,106,149,113,100,381,361,1033,826,54,57,112,117,1108,363,788,2221
HVO_RS16805,998,1407,148,48,321,284,263,227,41,326,51,126,336,303,152,619
HVO_RS16810,389,597,211,149,909,926,733,747,104,251,188,282,978,835,519,1619
HVO_RS16815,346,477,133,113,617,498,674,661,75,205,103,192,829,535,539,1259
HVO_RS16820,22,43,2,9,41,44,36,59,2,10,7,12,53,29,61,176
HVO_RS16825,257,292,38,19,284,243,241,243,14,95,21,48,267,196,185,554
HVO_RS16830,744,1052,113,37,406,405,385,457,28,228,23,62,502,303,363,1141
HVO_RS16835,35,56,12,5,179,186,249,248,5,26,10,11,321,255,168,643
HVO_RS16840,329,399,141,86,2336,2226,1540,2042,58,174,73,162,2632,2107,1434,3093
HVO_RS16845,143,183,56,65,272,309,222,260,49,99,58,103,305,181,141,490
HVO_RS16850,77,99,62,48,247,299,146,172,31,41,58,102,265,174,110,426
HVO_RS16855,297,454,164,161,2264,2384,1828,1895,107,217,170,271,2407,1793,1341,3512
HVO_RS16860,125,196,1172,656,140,645,150,260,205,56,833,2131,268,111,237,2044
HVO_RS16865,243,265,97,85,463,408,716,677,36,101,68,134,644,429,493,1240
HVO_RS16870,89,120,52,28,75,61,93,97,13,48,35,50,131,64,99,324
HVO_RS16875,2522,3364,399,200,4540,4322,3839,3351,143,1006,136,301,4672,3196,2563,8449
HVO_RS16880,678,862,92,34,272,211,408,420,21,194,22,62,423,217,316,1185
HVO_RS16890,283,342,104,46,222,202,293,271,20,114,38,97,349,202,238,675
HVO_RS16895,300,436,97,53,147,150,255,224,24,101,40,54,271,155,228,546
HVO_RS16900,510,686,118,66,513,374,690,711,36,195,52,126,707,369,612,1420
HVO_RS16905,156,234,40,48,323,329,233,305,21,70,46,46,302,292,157,707
HVO_RS16910,137,157,49,59,175,185,239,259,34,79,46,62,325,170,217,640
HVO_RS16915,163,241,95,77,548,600,364,422,35,102,76,97,515,390,300,800
HVO_RS16920,9,8,4,7,39,43,41,74,0,6,9,11,32,42,45,99
HVO_RS16925,130,162,117,115,249,247,204,277,87,112,110,153,227,236,199,512
HVO_RS16930,507,680,210,171,583,518,1329,862,55,261,195,275,795,579,593,2620
HVO_RS16935,470,627,217,163,349,397,459,451,59,227,111,238,528,399,387,1256
HVO_RS16940,1218,1779,425,228,454,453,605,590,179,612,221,391,576,465,411,1170
HVO_RS16945,671,1016,253,109,402,395,425,457,73,378,143,197,506,398,399,1168
HVO_RS16950,569,805,211,145,538,495,537,445,75,331,101,209,525,519,386,1130
HVO_RS16955,189,299,42,36,248,280,214,196,25,111,26,49,215,243,197,669
HVO_RS16960,98,143,134,179,115,128,84,129,69,69,225,253,167,77,114,432
HVO_RS16965,602,896,706,617,1108,1135,777,965,562,386,1802,1990,1465,1008,823,1553
HVO_RS16970,74,91,110,128,155,147,118,145,92,41,332,401,148,129,133,170
HVO_RS16975,120,153,152,127,180,158,117,168,139,68,603,515,222,159,205,267
HVO_RS16980,175,230,252,256,247,242,186,250,180,127,740,714,338,233,228,344
HVO_RS16985,50,104,110,144,135,175,151,156,107,68,433,415,252,150,152,180
HVO_RS16990,91,126,123,128,149,110,119,179,104,64,549,476,211,165,158,253
HVO_RS16995,100,179,162,181,227,243,188,209,166,85,693,674,349,183,272,351
HVO_RS17000,80,77,93,104,159,156,131,208,123,36,452,449,265,150,168,163
HVO_RS17005,26,40,36,26,35,38,32,52,16,16,136,131,68,31,46,60
HVO_RS17010,0,0,0,0,0,0,0,6,3,1,6,0,2,0,2,4
HVO_RS17015,36,46,51,64,52,73,65,77,55,25,171,188,116,53,67,102
HVO_RS17020,207,267,270,333,300,316,329,405,257,167,926,911,537,278,372,417
HVO_RS17025,37,44,57,49,47,57,56,105,44,25,156,122,134,56,100,85
HVO_RS17030,34,38,46,38,52,71,45,87,28,21,128,137,92,52,91,106
HVO_RS17035,18,27,24,32,34,37,28,39,28,11,125,110,81,31,95,80
HVO_RS17040,42,65,23,28,75,71,97,98,19,22,113,76,148,91,103,177
HVO_RS17045,1,4,8,3,3,9,7,8,4,1,12,14,6,11,19,30
HVO_RS17050,223,343,240,243,361,447,390,642,245,187,612,734,815,371,577,612
HVO_RS17055,72,77,84,77,112,152,119,207,65,44,228,249,242,125,206,301
HVO_RS17060,50,80,64,57,98,118,66,121,38,41,167,177,183,111,165,274
HVO_RS17065,119,162,142,144,225,245,230,397,94,90,248,352,545,207,359,426
HVO_RS17070,5,6,7,0,6,3,3,9,3,2,10,11,15,11,15,41
HVO_RS17075,221,254,263,310,311,397,385,713,196,143,410,598,759,336,624,812
